title,author(s),average_rating,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,genres
twelfth night: or what you will,william shakespeare/elizabeth story donno/penny gay,3.98,9780521535144,eng,186,62,7,3/15/2004,Cambridge University Press,"['drama', 'plays', 'english literature', 'fiction', 'survival']"
how to spell like a champ,barrie trinkle/paige kimble/carolyn  andrews,4.17,9780761143697,eng,192,46,7,11/16/2006,Workman Publishing Company,[]
black like me,john howard griffin,4.13,9780451208644,eng,208,53790,2118,5/6/2003,Berkley Books,"['biography', 'history', 'religion', 'fiction']"
men are like waffles  women are like spaghetti,bill farrel/pam farrel,3.88,9780736904865,eng,253,952,117,1/1/2001,Harvest House Publishers,[]
as you like it,william shakespeare/arkangel cast/victoria hamilton/niamh cusack/stephen mangan,3.83,9781932219043,en-US,2,28,6,9/6/2005,The Audio Partners,"['drama', 'plays', 'comedy', 'fiction', 'classic literature', 'english literature', 'love', 'history', 'princesses']"
as you like it,william shakespeare,3.83,9780743484862,eng,263,62368,1291,8/23/2011,Simon Schuster,"['drama', 'plays', 'comedy', 'fiction', 'classic literature', 'english literature', 'love', 'history', 'princesses']"
as you like it,william shakespeare/juliet dusinberre,3.83,9781904271222,eng,449,410,36,7/25/2006,Bloomsbury Arden Shakespeare,"['drama', 'plays', 'comedy', 'fiction', 'classic literature', 'english literature', 'love', 'history', 'princesses']"
as you like it (no fear shakespeare),william shakespeare/sparknotes/john crowther,3.83,9781411401044,eng,256,265,36,6/22/2004,SparkNotes,"['drama', 'plays', 'comedy', 'fiction', 'classic literature', 'english literature', 'love', 'history', 'princesses']"
war of the rats,david l. robbins,4.11,9780553581355,eng,512,1800,127,6/6/2000,Bantam,"['fiction', 'history']"
nimitz class (admiral arnold morgan  #1),patrick robinson,3.92,9780060564421,eng,495,5402,97,2/3/2004,Harper Paperbacks,"['fiction', 'thriller']"
having a mary heart in a martha world: finding intimacy with god in the busyness of life,joanna weaver,4.18,9781578562589,eng,256,14711,442,7/18/2000,Waterbrook Press,['nonfiction']
thirst,mary oliver,4.36,9780807068960,eng,88,3689,351,10/15/2006,Beacon Press,['poetry']
the gilded web (web  #1),mary balogh,3.58,9780440243069,eng,480,2621,169,11/28/2006,Dell,[]
resurrection,leo tolstoy/louise maude/aylmer maude,4.13,9780735102866,eng,562,11468,530,2/1/2000,Replica Books,"['fiction', 'russian literature', 'historical fiction', 'classic literature']"
red road from stalingrad: recollections of a soviet infantryman,mansur abdulin/artem drabkin,4.1,9781844151455,en-US,195,82,4,1/19/2005,Pen & Sword Military,['biography']
the fall of berlin 1945,antony beevor,4.29,9780142002803,eng,490,10230,326,4/29/2003,Penguin Books,"['history', 'nonfiction', 'world war ii']"
paris: after the liberation 1944-1949,antony beevor/artemis cooper,3.83,9780142437926,eng,464,542,48,8/31/2004,Penguin Books,"['history', 'nonfiction']"
demon angel (the guardians  #1),meljean brook,3.53,9780425213476,eng,432,2704,237,1/2/2008,Berkley Sensation,"['fiction', 'supernatural']"
mariel hemingway's healthy living from the inside out: every woman's guide to real beauty  renewed energy  and a radiant life,mariel hemingway,3.89,9780060890391,eng,288,175,22,12/26/2006,HarperOne,"['nonfiction', 'nutrition']"
hemingway vs. fitzgerald,scott donaldson,3.85,9781585671267,eng,352,185,19,12/1/2001,Harry N. Abrams,"['biography', 'history']"
the haj,leon uris,4.03,9780553248647,eng,525,11372,396,5/1/1985,Bantam,[]
mila 18,leon uris,4.29,9780553241600,eng,563,21662,485,11/1/1983,Bantam,"['fiction', 'history']"
a god in ruins,leon uris,3.26,9780061097935,eng,517,1208,104,9/5/2000,Avon,"['presidents', 'fiction']"
battle cry,leon uris,4.15,9780060751869,eng,694,8323,137,6/28/2005,Avon,"['historical fiction', 'fiction', 'united states']"
the angry hills,leon uris,3.67,9780553277876,eng,245,1163,50,1/1/1984,Bantam,"['historical', 'literary fiction', 'greece']"
exodus,leon uris,4.34,9780553258479,eng,608,85927,1520,10/1/1986,Bantam Books  Inc.,"['fiction', 'history']"
oh  play that thing,roddy doyle,3.29,9780143036050,en-US,384,1545,105,10/25/2005,Penguin Books,"['fiction', 'literature']"
the van (the barrytown trilogy  #3),roddy doyle,3.94,9780140260021,eng,320,5718,164,3/1/1997,Penguin Books,"['fiction', 'literature']"
fish & chips (the barrytown trilogie  #3),roddy doyle/renate orth-guttmann,3.94,9783596153022,ger,314,2,0,10/1/2002,Fischer Taschenbuch Verlag,"['fiction', 'literature']"
the giggler treatment,roddy doyle/brian ajhar,4.17,9780439993852,en-GB,112,1425,149,7/20/2001,Scholastic  Inc.,[]
a star called henry,roddy doyle,3.84,9780099284482,eng,342,6885,438,9/7/2000,Vintage,"['fiction', 'history', 'family', 'ireland', 'historical fiction']"
the van,roddy doyle,3.94,9780436200526,eng,312,30,4,8/4/1991,Secker and Warburg,"['fiction', 'literature']"
rover rettet weihnachten.,roddy doyle/brian ajhar,4.12,9783570127216,ger,160,1,0,9/1/2002,Omnibus Hc Bei Bertelsmann,"['christmas', 'dogs', 'fiction']"
the snapper,roddy doyle,3.93,9783596153039,ger,217,26,5,9/1/2002,Fischer TB,"['fiction', 'literature', 'literary fiction']"
yeats is dead,roddy doyle/frank mccourt/conor mcpherson/gene kerrigan/gina moxley/marian keyes/pauline mclynn/tom humphries/joseph o'connor/anthony cronin/owen o'neill/hugo hamilton/charlie o'neill/gerard stembridge/donal o'kelly,3.4,9780099422341,eng,298,34,4,6/6/2002,Vintage,['fiction']
the fantastic vampire: studies in the children of the night: selected essays from the eighteenth international conference on the fantastic in the arts,james craig holte,0.0,9780313309335,eng,176,0,0,3/30/2002,Greenwood Press,[]
a dracula handbook,elizabeth russell miller,4.07,9781413480948,eng,200,10,1,3/23/2005,Xlibris Corporation,[]
real estate loopholes: secrets of successful real estate investing,diane  kennedy/garrett sutton/robert t. kiyosaki,4.15,9780446691352,eng,240,721,9,12/31/2003,Warner Books (NY),[]
hope is the thing with feathers: a personal chronicle of vanished birds,christopher cokinos,4.22,9780446677493,eng,384,308,33,4/1/2001,Warner Books (NY),"['nature', 'nonfiction', 'ecology']"
goodbye forever (sweet dreams  #72),barbara conklin,3.76,9780553243567,eng,135,56,0,12/31/1984,Bantam Books,[]
winter dreams (sweet dreams  #141),barbara conklin,3.85,9780553270624,eng,176,104,4,2/1/1988,Bantam Books,[]
first  last and always (sweet dreams  #96),barbara conklin,3.76,9780553251791,eng,160,65,2,9/1/1985,Bantam Books,[]
p.s. i love you (sealed with a kiss #4),valerie parv,2.83,9780373033669,eng,192,23,1,4/24/1995,Harlequin Romance,['fiction']
ps i love you baby collection,lynda milligan/nancy j. smith,4.43,9780962247729,en-US,79,7,0,12/31/1990,Possibilities,[]
tales from margaritaville,jimmy buffett,3.9,9780156026987,en-US,230,2450,175,6/3/1989,Fawcett,['short stories']
a pirate looks at fifty,jimmy buffett/leona nevler,3.83,9780449005866,eng,420,3036,216,11/28/1999,Fawcett,['biography']
the parrot-head companion: an insider's guide to jimmy buffett,thomas ryan,2.83,9780806520155,eng,176,6,0,1/1/1998,Citadel Press,['biography']
the dog who loved too much: tales  treatments and the psychology of dogs,nicholas dodman,4.08,9780553375268,eng,258,691,35,3/3/1997,Bantam,[]
barack obama: working to make a difference,marlene targ brill/lerner publishing group,3.96,9780822560562,en-US,48,19,5,4/1/2006,Lerner Publications,[]
great speeches by african americans: frederick douglass  sojourner truth  dr. martin luther king  jr.  barack obama  and others,james daley/barack obama/martin luther king jr.,4.3,9780486447612,eng,160,230,21,4/28/2006,Dover Publications,['history']
the heart of a leader,kenneth h. blanchard,3.96,9781562924881,en-US,162,542,33,6/1/1999,David C. Cook,"['leadership', 'management']"
mission possible,kenneth h. blanchard,3.44,9780071348270,eng,242,0,0,4/30/1999,McGraw-Hill Companies,[]
lead like jesus: lessons from the greatest leadership role model of all time,kenneth h. blanchard/phil hodges,4.04,9780849918728,en-US,239,808,41,3/1/2007,W Publishing Group,"['leadership', 'christianity']"
the little book of coaching: motivating people to be winners,kenneth h. blanchard/don shula,3.65,9780066621036,en-US,128,73,12,1/23/2001,Harper Business,"['leadership', 'football', 'philosophy']"
full steam ahead!: unleash the power of vision in your work and your life,kenneth h. blanchard/jesse stoner,3.76,9781576753064,en-US,192,156,15,10/1/2004,Berrett-Koehler Publishers,['fiction']
down under,bill bryson,4.07,9780552997034,eng,398,4510,392,8/6/2001,Black Swan,"['travel', 'nonfiction', 'australia', 'humor']"
bizarre world,bill  bryson/kathryn lamb,3.38,9780751510614,eng,120,73,6,5/1/2001,Little  Brown Book Group,[]
the life and times of the thunderbolt kid: a memoir,bill bryson,3.94,9780767919371,en-US,268,1329,250,9/25/2007,Broadway Books,"['nonfiction', 'biography', 'geography']"
bill bryson: the complete notes,bill bryson,4.09,9780385601313,eng,544,901,36,10/5/2000,Doubleday,['travel']
motel blues,bill bryson/david b. ellis,3.83,9782228897358,fre,399,17,3,4/15/2003,Payot,[]
journeys in english,bill bryson,3.72,9780563496267,eng,3,510,60,2/2/2004,BBC Physical Audio,[]
una breve historia de casi todo,bill bryson/josé manuel álvarez,4.21,9788478713806,spa,567,713,68,4/30/2006,Rba Libros,"['science', 'humor', 'travel', 'philosophy', 'nonfiction', 'popular science']"
lover revealed (black dagger brotherhood  #4),j.r. ward,4.3,9780451412355,eng,480,106469,3691,3/6/2007,Onyx,"['fiction', 'paranormal romance', 'fantasy', 'vampires']"
dark lover (black dagger brotherhood  #1),j.r. ward,4.2,9780451216953,eng,393,259511,10475,9/6/2005,Penguin Group (USA),"['fiction', 'paranormal romance', 'fantasy', 'vampires']"
lover awakened (black dagger brotherhood  #3),j.r. ward,4.45,9780451219367,eng,448,144906,5728,9/5/2006,Signet,"['fiction', 'paranormal romance', 'fantasy', 'vampires']"
all things wise and wonderful,james herriot,4.41,9780312335281,eng,448,22780,366,11/1/2004,St. Martin's Griffin,['biography']
cliffsnotes on remarque's all quiet on the western front,susan van kirk/cliffsnotes/erich maria remarque,4.24,9780764586712,eng,112,12,0,12/20/2000,Cliffs Notes,[]
all quiet on the western front,erich maria remarque,3.97,9780449231807,en-GB,256,64,4,3/12/1987,Fawcett Crest,"['fiction', 'history', 'roman', 'chinese literature', 'german literature']"
the nightingale's song,kathleen eschenburg,3.88,9780380815692,eng,384,16,3,10/30/2001,HarperTorch,"['fiction', 'history']"
nightingale's song,kate pennington,3.02,9780340878750,en-GB,219,40,5,10/19/2006,Hachette Children's,"['fiction', 'history']"
gai-jin (asian saga  #3),james clavell,3.86,9780440216803,eng,1236,10757,296,4/3/1994,Dell,"['history', 'historical fiction', 'fiction', 'japanese literature']"
whirlwind (asian saga  #6),james clavell,3.82,9780340766187,eng,1231,5626,164,12/2/1999,Morrow,"['fiction', 'history', 'historical fiction']"
tai-pan (asian saga  #2),james clavell,4.27,9780440184621,eng,734,39315,778,9/1/2009,Dell,"['19th century', 'fiction', 'historical fiction', 'history']"
escape: the love story from whirlwind,james clavell,3.63,9780340654163,eng,584,276,14,7/1/1999,Hodder & Stoughton,[]
alaska,james a. michener,4.12,9780375761423,eng,868,9330,590,11/12/2002,Dial Press Trade Paperback,"['fiction', 'history', 'historical fiction']"
the drifters,james a. michener,4.04,9780449213537,eng,768,6253,353,10/12/1986,Fawcett Books,['fiction']
sayonara,james a. michener,3.81,9780449204146,eng,208,1848,104,9/12/1983,Fawcett,['fiction']
the bridge at andau,james a. michener,3.94,9780449210505,en-US,288,1135,158,9/12/1985,Fawcett,['history']
caribbean,james a. michener,3.93,9780812974928,eng,672,4718,232,12/13/2005,Dial Press,"['fiction', 'history']"
war and remembrance (the henry family  #2),herman wouk,4.41,9780316954990,eng,1042,29555,680,2/5/2002,Back Bay Books,"['classic literature', 'fiction', 'historical fiction', 'war']"
don't stop the carnival,herman wouk,3.93,9780316955126,eng,416,2700,298,5/15/1992,Back Bay Books,['fiction']
the hope (the hope and the glory  #1),herman wouk,4.15,9780316954419,eng,704,2336,141,6/3/2002,Back Bay Books,"['fiction', 'military history', 'historical fiction', 'israel']"
youngblood hawke,herman wouk,4.04,9780316955171,en-US,783,1248,68,5/15/1992,Back Bay Books,['fiction']
aurora dawn,herman wouk,3.47,9780316955096,en-US,288,213,20,4/15/1992,Back Bay Books,['fiction']
a long way gone: memoirs of a boy soldier,ishmael beah,4.16,9780374105235,eng,229,147820,9547,2/13/2007,Sarah Crichton Books,"['biography', 'civil war', 'history', 'juvenile', 'sierra leone']"
yellow back radio broke-down,ishmael reed,3.83,9781564782380,eng,177,496,38,5/1/2000,Dalkey Archive Press,['fiction']
sorrow's anthem (lincoln perry  #2),michael koryta,3.89,9780312936600,eng,330,62,7,1/2/2007,St. Martin's Paperbacks,"['mystery', 'fiction']"
white fang,jack london,3.98,9780439236195,eng,252,119589,3124,1/1/2001,Scholastic Paperbacks,"['classic literature', 'fiction', 'historical fiction', 'wolves', 'dogs', 'thriller', 'survival', 'history']"
the call of the wild  white fang and other stories,jack london,3.99,9780192835147,eng,400,18720,192,8/20/1998,Oxford University Press  USA,"['fiction', 'wolves', 'dogs']"
white fang,kathleen olmstead/jack london/dan andreasen/arthur pober,4.24,9781402725005,en-US,160,713,31,3/28/2006,Sterling,"['fiction', 'dogs', 'wolves', 'classic literature']"
the sea-wolf and selected stories,jack london/ben bova,4.06,9780451529367,eng,352,781,40,5/4/2004,Signet Classics,['fiction']
the death of an irish sea wolf (peter mcgarr  #12),bartholomew gill,3.74,9780380725786,eng,304,135,12,10/1/1997,Avon,[]
jack london illustrated: the call of the wild/white fang/the sea-wolf/40 short stories,jack london,4.26,9780517309803,eng,761,20,1,10/2/1993,Random House Value Publishing,"['fiction', 'dogs', 'wolves']"
the sea wolf,jack london,4.04,9781598184310,eng,425,19091,851,6/1/2005,Alan Rodgers Books,['fiction']
kilo class (admiral arnold morgan  #2),patrick robinson,4.05,9780061096853,eng,512,1738,58,3/3/1999,HarperPaperbacks,['fiction']
barracuda 945 (admiral arnold morgan  #6),patrick robinson,3.97,9780060086633,eng,498,1119,27,6/29/2004,HarperTorch,"['terrorism', 'fiction']"
h.m.s. unseen (admiral arnold morgan  #3),patrick robinson/sandler/david mccallum,4.01,9780061098017,eng,544,2076,38,3/1/2000,HarperTorch,"['fiction', 'united states', 'terrorism']"
slider,patrick robinson,4.13,9780060580339,en-US,416,66,7,4/27/2004,It Books,"['fiction', 'literature']"
u.s.s. seawolf (admiral arnold morgan  #4),patrick robinson,3.96,9780061030659,eng,496,1581,46,5/1/2001,HarperTorch,"['fiction', 'united states', 'espionage']"
menace invisible (admiral arnold morgan  #3),patrick robinson,4.01,9782226114976,fre,384,3,0,3/1/2000,Albin Michel,[]
true blue: the oxford boat race mutiny,daniel topolski/patrick robinson,4.24,9780553400038,en-US,320,69,13,2/23/1990,Bantam,['history']
a picture book of anne frank,david a. adler/karen ritz,4.18,9780823410781,en-US,32,217,70,1/1/1993,Holiday House,['biography']
who was anne frank?,ann abramson/nancy harrison,4.26,9780448444826,eng,103,1953,293,1/18/2007,Penguin Workshop,['nonfiction']
enslaved by ducks,bob tarte,3.44,9781565124509,eng,308,2263,448,10/1/2004,Algonquin Books,['animals']
ice castles,leonore fleischer,3.87,9780449700815,eng,220,161,19,3/12/1982,Fawcett,[]
marching powder: a true story of friendship  cocaine  and south america's strangest jail,rusty young/thomas mcfadden,4.26,9780312330347,eng,400,11121,522,5/1/2004,St. Martin's Griffin,[]
marching powder,rusty young,4.26,9780330419581,eng,371,906,94,7/1/2004,Pan MacMillan,[]
nations and nationalism since 1780: programme  myth  reality,eric hobsbawm,3.9,9780521439619,eng,214,1175,39,10/30/1992,Cambridge University Press,['history']
interesting times: a twentieth-century life,eric hobsbawm,4.06,9781565849655,eng,448,374,24,5/16/2005,New Press,['biography']
industry and empire: the birth of the industrial revolution,eric hobsbawm/chris wrigley,3.92,9781565845619,eng,411,301,14,9/1/1999,The New Press,['history']
the communist manifesto,karl marx/friedrich engels/eric hobsbawm,3.55,9781859848982,eng,88,309,38,5/1/1998,Verso,"['history', 'social justice', 'nonfiction', 'politics', 'classic literature', 'political science', 'economics', 'biography', 'world history']"
on the edge of the new century,eric hobsbawm/allan cameron/antonio polito,3.71,9781565846715,eng,192,82,5,5/1/2001,New Press,[]
the age of extremes: the short twentieth century  1914-1991,eric hobsbawm,4.25,9780349106717,eng,638,348,24,11/12/1995,Abacus,"['world history', 'history']"
echoes of the marseillaise: two centuries look back on the french revolution,eric hobsbawm,3.52,9780813515243,eng,168,57,7,4/1/1990,Rutgers University Press,['history']
winter is the warmest season,lauren stringer,3.9,9780152049676,eng,40,408,83,10/1/2006,Harcourt,['fiction']
